"pro src","item-gallery src","item-gallery src 2","map-content src","logo-branding src","item-link","item-price","item-detail","item-detail 2","item-detail 3","ellipsis","item-parking","listing-tags"
"","","","","https://st3.idealista.pt/5d/85/10/lane-exclusive-real-estate.gif","T4 flat in rua Pedro Álvares Cabral, Moscavide e Portela, Loures","550,000","T4","142 m²","7th floor with lift","Very bright 4-bedroom flat, located on a high floor, with parking space and storage room, in the Portela urbanisation.
This flat comprises:
Entrance hall - 7.2 sqm
Living room - 24.8 sqm
Open-plan kitchen - 15.5 m2
Laundry room - 3.4 sqm
Bedroom 1 - 15.5 sqm
Bedroom 2 - 14.3 sqm
Bedroom 3 - 8.7 sqm
Bedroom 4 - 10.3 s","Parking included",""
"","","","","https://st3.idealista.pt/5d/eb/4d/century-21-lazuli.gif","Detached house in Linda-a-Pastora - Nova Queijas, Carnaxide e Queijas","2,590,000","T5","550 m²","","Magnificent villa with sea and river views: your exclusive refuge.
Explore this stunning detached villa, set on a spacious plot of 900m2, offering breathtaking views of the sea, Tejo River, and Jamor Park. Located in a serene and quiet village, just minutes away from Lisbon, this property is a perfect blend of the city","Parking included",""
"","","","","https://st3.idealista.pt/af/c2/dd/cluttons-lisboa.gif","T1 flat in rua Afonso Sanches, 28, Centro de Cascais, Cascais, Cascais e Estoril","490,000","T1","63 m²","2nd floor with lift","Investment | Apartment for sale | 63m2 | 1 bedroom | Walking distance from the beach | Natural light | Garage - cascais center
Looking to buy an apartment in the center of Cascais, to live or invest? Here you can walk to the station or the beach. Ideal location and size.
This apartment is newly refurbished, with a be","Parking included",""
"","","","","https://st3.idealista.pt/ba/ae/d2/savills-residencial.gif","T6 flat in Av. da Liberdade - Marquês de Pombal, Santo António","1,300,000","T6","199 m²","4th floor with lift","Charming 199 sq. m six-bedroom apartment with a 12.60 sq. m closed balcony and impressive high ceilings, located on Rua de Santa Marta, next to Avenida da Liberdade.
It comprises 6 bedrooms, a bright living room with a balcony, a fully equipped kitchen, two full bathrooms and a service bathroom.
Located on the 4th fl","","Bright"
"","","","","https://st3.idealista.pt/e2/da/83/predipereira-mediacao-imobiliaria.gif","T2 flat in Ramada e Caneças, Odivelas","219,000","T2","85 m²","1st floor without lift","Exclusive!
2 bedroom apartment completely remodeled, with balcony and storage located in Ramada, Odivelas.
This property offers:
An entrance hall;
Living room with balcony;
Fully equipped kitchen;
Two bedrooms with wardrobe and balcony, one of them with closed balcony.
A complete bathroom with shower base and wi","",""
"","","","","https://st3.idealista.pt/e5/8d/1a/engel-volkers-lisboa.gif","T3 flat in avenida Dom João II, Expo Central, Parque das Nações","2,490,000","T3","302 m²","18th floor with lift","Located in one of the most exclusive areas of Lisbon, the Nations Park, in a famous luxury enterprise, this incredible 3-bedroom apartment offers an unique experience of modernity and amazing views from the 18th floor.
With its conclusion in 2009, the apartment was designed by the owners to provide maximum space and co","","Luxury"
"","","","","https://st3.idealista.pt/66/b7/54/era---alges-miraflores.gif","T2 flat in rua Comandante Luis Filipe de Araújo, Terrugem - Q.ta do Torneiro - Q.ta da Fonte, Oeiras e São Julião da Barra - Paço de Arcos - Caxias","410,000","T2","134 m²","Ground floor with lift","Fantastic apartment where the areas stand out, as well as the luminosity, with 134 m2 of private gross area and two fronts facing east and south. The apartment is originally a 2-bedroom apartment, but has 2 extra interior rooms, both with excellent built-in wardrobes. The storage is another point in favor of this apart","","Sea views"
"","","","","https://st3.idealista.pt/d5/a7/ce/blissa-real-estate-consulting.gif","T4 flat in rua Rio Mira, Quinta da Bela Vista - Arneiro, Carcavelos e Parede","689,000","T4","193 m²","1st floor with lift","Spectacular 4 bedroom flat of 183 m2, with 2 suites, garage, and balconies, located in Arneiro, 3 minutes drive from the A5.
Property consisting of 4 bedrooms, 2 suites and 2 bedrooms, all with built-in wardrobes, bringing an organised environment, large balcony to enjoy the mild days of summer and spring, 1 complete","Parking included",""
"","","","","","","","","","","","",""
"https://st3v.idealista.pt/df/3b/22/229646641.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/17/15/72/228590839.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/86/13/15/225093761.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/13/80/3d/oceanside-cascais.gif","Semi-detached house in rua do Solidó, Malveira da Serra, Alcabideche","950,000","T4","301 m²","","4 Bedroom Villa in Private Condominium with Swimming Pool, Cascais
4 Bedroom house in a private condominium with swimming pool, in the Southern side of Sintra's hill, in Cascais, with the more modern and efficient energy facilities.
It has 3 floors and an attic, a private terrace, indoor parking place for 5 cars, wit","Parking included",""
"https://st3v.idealista.pt/52/a1/fe/227208998.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/f0/b9/7a/226272420.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/32/e1/eb/226272404.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/60/3b/cf/advisors-portugal.gif","Detached house, quinta da Boa Esperança, Abrunheira - Albarraque, Sintra","1,250,000","T5","380 m²","","Single storey house on a plot of 1315m2 in a residential area of houses with a privileged location.
This villa was completely renovated in 2022, and is in excellent condition and with luxury finishes.
It has a useful area of 290m2, with a fully equipped kitchen with top-of-the-range appliances and an island, open space","Parking included","Bungalow"
"https://st3v.idealista.pt/2d/17/58/230564699.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/ac/94/75/230557791.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/32/70/29/230557788.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/60/3b/cf/advisors-portugal.gif","Terraced house, quinta da Boa Esperança, Abrunheira - Albarraque, Sintra","479,000","T3","283 m²","","Excellent townhouse with total renovation, designed by an architect and built in 2017.
The renovation was carried out in terms of plumbing, sanitary water and sewage, electricity, telecommunications and framing.
The house consists of 3 floors distributed as follows:
At the entrance we find a hall with storage room and","",""
"","","","","","","","","","","","",""
"https://st3v.idealista.pt/37/65/ca/236319571.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/7c/b7/42/229100582.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/9e/a7/9b/229100583.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/fd/dd/4d/dxf.gif","Detached house in rua da Torre, 1830, Areia - Birre, Cascais, Cascais e Estoril","2,100,000","T5","401 m²","","Independent single storey house with garden and heated outdoor jacuzzi.An easy and practical life
We present to you this stunning single-storey villa located in the prestigious Birre neighborhood, one of the most desirable locations in the region.Combining sophistication, comfort and privacy, with easy and practical u","Parking included","Luxury"
"https://st3v.idealista.pt/be/e9/85/235098485.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/ce/8c/cd/234654912.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/42/c6/3c/234654916.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/b4/f6/7d/century-21-rodolfo-natario.gif","Semi-detached house in rua Raul Brandão, São João de Brito, Alvalade","2,400,000","T5","330 m²","","Welcome to the Alvalade neighborhood, in the center of Lisbon, where you can combine a unique quality of life with life in the city center.
Today we present you this wonderful semi-detached house, type T5, with a retro vintage architecture.
In the outdoor space you can count on a vast garden with an outdoor terrace o","Parking included","Luxury"
"https://st3v.idealista.pt/22/8a/3a/235429158.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/23/31/5a/235190050.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/76/d7/7d/235190017.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/68/04/76/century21realtyartmj.gif","Semi-detached house in rua Ferreira de Castro, Sassoeiros, Carcavelos e Parede","658,000","T5","240 m²","","Excellent 5 bedroom villa in Sassoeiros, in the parish of Carcavelos and Parede in the municipality of Cascais.
Located in a quiet area of villas and in good condition.
Villa consisting of 2 floors, attic and basement with garage.
It has 5 bedrooms and 3 bathrooms distributed in 197 m2 of useful area, distributed as f","","Sea views"
"https://st3v.idealista.pt/37/be/8b/236824672.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/e2/97/20/232965693.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/82/4f/f4/232965687.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/e2/da/83/predipereira-mediacao-imobiliaria.gif","T2 flat in Calçada do Tojal, Benfica","240,000","T2","70 m²","3rd floor without lift","Discover your new home in the heart of Benfica, where convenience and accessibility meet.
This charming two-bedroom property offers not just one, but two fronts to provide exceptional luminosity in every corner of the house. Enjoy comfort and organization with a built-in wardrobe in the entrance hall, providing a touc","",""
"https://st3v.idealista.pt/ec/5e/65/231033384.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/2b/f9/41/229649268.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/be/69/3d/229649281.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/e2/da/83/predipereira-mediacao-imobiliaria.gif","T3 flat in Ramada e Caneças, Odivelas","437,500","T3","140 m²","1st floor with lift","Come discover your new home in the friendly Urbanization of Jardim da Amoreira!
We present you an exclusive PREDIPEREIRA, a great and bright 3 bedroom apartment with two balconies and a box, perfect to accommodate your entire family.
The kitchen is fully equipped with hob, oven, dishwasher, washing machine, microwave","Parking included",""
"","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/85/c7/8a/215897973.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/26/d5/0f/215897826.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/b4/f6/7d/century-21-rodolfo-natario.gif","T4 flat, Viela Eira, Beloura - Penha Longa, Sintra","660,000","T4","244 m²","1st floor with lift","Welcome to this wonderful proposal, located in Quinta da Beloura, next to the lake, overlooking the Serra de Sintra.
It has original finishes, in excellent condition, as it had a single owner, who did not always make regular use of the property.
With an east/west/north solar orientation, this apartment has a bright l","Parking included",""
"https://st3v.idealista.pt/8a/48/cd/221481602.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/0d/eb/47/213406457.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/19/f8/63/213406441.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/b4/f6/7d/century-21-rodolfo-natario.gif","T2 flat in travessa Santa Catarina, Santa Catarina, Misericórdia","595,000","T2","80 m²","4th floor without lift","Come and see this property, fully rehabilitated with an architectural project designed to combine the original architectural elements with a more contemporary approach, in order to maximize light, space and the unique view of the river and city.
The apartment consists of a living room with two fronts of natural light,","",""
"","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/90/3a/88/237096916.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/3d/02/31/237096907.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/94/88/dd/clikalia-portugal.gif","T2 flat in rua do Viveiro, Monte Estoril, Estoril, Cascais e Estoril","320,000","T2","75 m²","1st floor without lift","Excellent 2 bedroom apartment located in Rua do Viveiro in very good condition.
This apartment has great areas, two fronts and lots of natural light.
Comprising two bedrooms with built-in wardrobe, a bathroom supporting the bedrooms with bathtub, large living room and equipped kitchen with pantry. Armored entrance do","",""
"https://st3v.idealista.pt/28/e5/68/234271914.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/07/c6/cd/234157849.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/75/85/e2/234157850.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/00/fc/f9/insideliving.gif","House in Areia - Birre, Cascais, Cascais e Estoril","3,000,000","T4","374 m²","","4 Bedroom Villa under construction of contemporary architecture with elevator, lounge area, lawned garden and heated pool, in prime area of Cascais.
The property is equipped with solar panels, elevator, electric shutters with thermal insulation, PVC window frames, video intercom, automatic gate, underfloor heating, ce","","Negotiable"
"https://st3v.idealista.pt/e3/2c/06/215151669.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/ee/07/cb/205212733.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/83/87/10/205212734.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/3d/dd/5b/dohler-homes-real-estate.gif","T3 flat in avenida da República, Entrecampos, Avenidas Novas","1,160,000","T3","175 m²","2nd floor with lift","If you are looking for an icon apartment in the centre of Lisbon, then you are seeing the right property!
The building is a classic from the early 20th century, with an Art Nouveau architecture dating back to 1920 with a lot of charm and refinement. Located in the center of the Portuguese capital, on Avenida da Repúb","",""
"","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/1f/89/fd/237360599.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/6d/a6/17/237360600.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/b4/f6/7d/century-21-rodolfo-natario.gif","T2 flat in rua António Pereira Carrilho, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios","520,000","T2","80 m²","1st floor without lift","Come and see this brand new 2-bedroom apartment, completely renovated, located between Saldanha and Chile, with 100m² (80m² ABP plus 20m² of terrace) with a charming terrace and modern layout.
This property maintains its original charm and was meticulously designed by an architect and equipped and decorated by Atelier","",""
"https://st3v.idealista.pt/3b/3e/89/233416887.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/41/cf/f4/228234748.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/82/25/fd/226860339.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/3d/dd/5b/dohler-homes-real-estate.gif","T0 flat in rua Fernão de Magalhães, Junqueiro, Carcavelos e Parede","285,000","T0","40 m²","with lift","Apartment T0 ready to live, R / c with balcony, refurbished and furnished, inserted in gated community with 24h security, garden and pool.
Located in the Junqueiro neighborhood in Carcavelos, 2 minutes from Riviera Shopping Center and 5 minutes walk from Carcavelos Beach. Close to the New University - Carcavelos Campu","",""
"https://st3v.idealista.pt/62/4d/a3/215891076.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/c8/ba/72/215764753.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/ff/ce/f0/215764754.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/ed/c2/fc/porta-da-frente-christies-international-real-estate.gif","T4 flat in Expo Norte, Parque das Nações","1,790,000","T4","175 m²","1st floor with lift","Located near the river, with green areas, clean air and serenity, this apartment in Parque da Nações, with a huge 180 sqm terrace facing south, is just a few steps from all sorts of local business, services and local facilities, as well as all the places of the city of Lisbon, all with easy accesses through public tran","","Bright"
"https://st3v.idealista.pt/e6/e4/37/227191615.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/38/9f/b4/227486562.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/cf/70/54/227486561.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/1b/0b/e9/realfolioestate.gif","Semi-detached house in Alapraia - Livramento, Estoril, Cascais e Estoril","629,000","T3","143 m²","","3 bedroom villa with terrace in Alto dos Gaios, Estoril.
The villa is located in a quiet and familiar area, with 143.6m2 of gross area, spread over two floors as follows:
On the ground floor is the living room with excellent areas, the kitchen is in open space, fully equipped and also a guest bathroom.
The living ro","",""
"https://st3v.idealista.pt/f0/c9/ff/221072592.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/f7/8e/23/220203652.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/e2/7e/51/220203651.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/55/ad/57/piquet-realty.gif","Detached house in Beloura - Penha Longa, Sintra","1,790,000","T4","331 m²","","Excellent contemporary ground floor 4BD villa, with more than 300 sqm of construction, garden and pool.
Completely refurbished with high quality and good taste. With an excellent lounge in 2 environments, dining room, social toilet, kitchen in open space, 4 suites + an area with about 70m2 and 2nd kitchen support in t","Parking included","Bungalow"
"","","","","","","","","","","","",""
"","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/47/ed/08/225777146.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/52/42/91/225777097.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/3d/dd/5b/dohler-homes-real-estate.gif","T3 flat in rua Vicente Borga, Santos-o-Velho - Madragoa, Estrela","428,000","T3","107 m²","without lift","Apartment T2 +1 fully recovered with 65m2, inserted in a third floor duplex of a building fully recovered and without elevator. Located in Santos-o-Velho in the neighborhood of Madragoa at the foot of ISEG (Higher Institute of Economics and Management), 100m or 1 minute walk.
Apartment consists of
Entrance hall-
Full","",""
"https://st3v.idealista.pt/b2/70/01/234006070.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/cc/2f/d9/233708903.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/e2/53/65/233708902.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/4b/a8/3a/afinest.gif","T4 flat in Centro do Estoril, Estoril, Cascais e Estoril","750,000","T4","203 m²","4th floor with lift","Let yourself be involved with nature, the sun, the view and a condominium where you have everything you need.
If you are looking for a 4 BEDROOM APARTMENT WITH TERRACE AND INSERTED IN A CONDOMINIUM WITH SWIMMING POOL, here you have everything you will need.
Apartment in a condominium with garden, swimming pools, tenni","Parking included",""
"https://st3v.idealista.pt/77/07/51/235112904.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/06/47/a0/235109369.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/12/bb/63/235109337.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/2a/7c/ed/home-tailors-business.gif","House in Centro de a dos Cunhados, a dos Cunhados e Maceira","690,000","T4","382 m²","","Detached villa with fantastic natural surroundings, open fields that offer a sense of expansion and freedom, creating an enchanting play of light and shade in any area of the house. The gentle slopes of the hills give a sense of movement and dynamism to the landscape, from the living room to the kitchen, while in the d","Parking included","Sea views"
"","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/26/71/7c/226575349.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/9c/77/e4/227578776.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/ba/ae/d2/savills-residencial.gif","T4 flat in Cais do Sodré - Santos, Misericórdia","1,950,000","T4","219 m²","with lift","Riverside apartment which combine style and elegance.
Ribeira Garden, a retrofitted building dating back to the XIX century, is the new project being built in one of the most prominent and renovated areas of Lisbon. With views overlooking the Tagus River and D. Luís I. Square Gardens, this is an ideal living location","",""
"https://st3v.idealista.pt/13/e1/1f/231606883.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/bc/6e/e4/231607088.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/00/08/24/231607092.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/2a/7c/ed/home-tailors-business.gif","Detached house in Malveira e São Miguel de Alcainça, Mafra","850,000","T4","236 m²","","Villa, with high quality features, aiming at comfort and convenience!
Here are some notable highlights:
4 Suites;
Generous Areas;
Oak floor imported from Germany;
Underfloor Heating: Having a radiant heating system throughout the house is a comfort feature, providing even heating.
Triple-Glazed Windows: Triple-gl","Parking included",""
"https://st3v.idealista.pt/7f/d7/34/230848552.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/96/64/25/230069385.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/ac/f0/6f/230069372.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/ed/c2/fc/porta-da-frente-christies-international-real-estate.gif","Detached house in Beloura - Penha Longa, Sintra","1,200,000","T4","232 m²","","Fantastic 4+2 bedroom villa, in an excellent condition, inserted in Quinta da Beloura, in the heart of Sintra, in a privileged location that combines the serenity of nature with the convenience of the city.
The villa is composed by three floors and it is distributed as follows:
In its basement there is a large dimens","",""
"https://st3v.idealista.pt/54/51/0b/209023678.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/e7/a2/ff/210493601.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/77/fb/82/210493603.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/77/d2/6c/laagency.gif","Detached house in Cais do Sodré - Santos, Misericórdia","1,590,000","T3","202 m²","","Villa with swimming pool and garden.
The villa develops on the ground floor and 1st floor, intended for housing on the ground floor and 1st floor, in the outdoor area is intended for leisure and parking and a service area.
On the ground floor we will find a garden, swimming pool, parking and circulation area. On the gr","Parking included",""
"https://st3v.idealista.pt/2f/37/d6/205842042.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/bb/0e/14/207063208.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/0d/38/90/207063210.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/14/ed/e1/castelhana.gif","T4 flat in Campo de Santana - Santa Marta, Santo António","1,250,000","T4","214 m²","4th floor with lift","Apartment 5 duplex with 214.5 sq m, with balcony, storage room, 2 parking spaces and view of Av. Freedom and hill of St. Anthony.
The apartment on the top floors of building with charm and recently refurbished.
On the first floor we find the living room, a bedroom with closet that is being used as a dining room, a s","Parking included","With views"
"https://st3v.idealista.pt/f4/00/70/139409699.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/23/b7/6b/139409862.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/d4/26/b0/206992560.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/0e/ce/af/homingplace.gif","T5 flat in Quinta dos Alcoutins, Lumiar","1,500,000","T5","421 m²","2nd floor with lift","Amazing T5 Triplex apartment in Quinta dos Alcoutins, in Lumiar area.
Located in Quinta dos Alcoutins, a very quiet area, surrounded by golf courses, tennis courts, restaurants and a lake, is this magnific apartment with a private area of 289m2 + dependent area of 132m2, distributed between balconies and two terraces","Parking included",""
"https://st3v.idealista.pt/d0/85/98/236598799.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/59/45/81/236592616.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/72/b0/73/236592645.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/e2/da/83/predipereira-mediacao-imobiliaria.gif","T2 flat in Ramada e Caneças, Odivelas","198,500","T2","79 m²","5th floor with lift","Exclusive Predipereira!
2 bedroom apartment, remodeled, in a building with elevator and storage, located in Ramada, Odivelas.
This property offers:
A spacious entrance hall;
Living room with fireplace, providing a more welcoming environment;
Equipped kitchen;
Two bedrooms;
A complete bathroom, with shower base.","",""
"https://st3v.idealista.pt/35/f5/81/228859660.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/0e/c2/bd/228807679.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/6f/8e/2e/228807680.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/14/ed/e1/castelhana.gif","T2 flat in Praça da Alegria, Santo António","790,000","T2","68 m²","2nd floor","Furnished 2 bedroom apartment with 68 m2 and a 23 m2 patio, located next to Príncipe Real and Avenida da Liberdade.
Housed in a 3-storey building, this apartment consists of a living room with natural light and a fully equipped kitchen with AEG appliances, which is in communication with the social space.
The two bedr","","Bright"
"https://st3v.idealista.pt/75/fb/8a/234391825.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/96/3c/52/234366124.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/46/85/ca/234366136.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/b3/89/c0/landiglam.gif","T3 flat in Quinta da Barroca, Agualva e Mira - Sintra","220,000","T3","101 m²","9th floor with lift","3 bedroom apartment in Agualva
The property, inserted on the level of the 9th floor in a building with elevator, consists of an entrance hall, a fully equipped kitchen, a living room, a social toilet with bathtub, two bedrooms, sunroom and a suite with wardrobe and the respective bathroom based on shower.
GENERAL EQU","",""
"","","","","","","","","","","","",""
"https://st3v.idealista.pt/2d/92/00/217200747.mp4#t=3","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/3f/f1/54/216865767.jpg","https://img3.idealista.pt/blur/WEB_LISTING-M/0/id.pro.pt.image.master/db/72/36/216865766.jpg","https://st3.idealista.pt/static/common/release/modules/resources/img/static-map-placeholder.jpg","https://st3.idealista.pt/5d/85/10/lane-exclusive-real-estate.gif","T4 flat in avenida Manuel Júlio Carvalho e Costa, Bairro do Rosário, Cascais, Cascais e Estoril","4,500,000","T4","302 m²","5th floor with lift","Excellent 4 bedroom apartment in Guia with 302sqm of gross private area in the first line of the sea.
This property, with very generous areas, and very bright, develops as follows:
- Entrance Hall
- Large living room with fireplace and direct exit to a spacious balcony with excellent sea view
- Dining room with balcon","Parking included","Sea views"
